rowid,id,code,name,address,contact,phone
1108,1108,13080009,承德皓元会计师事务所（普通合伙）,承德市双桥区新华路新华园C-2座2702,王茜,0314-2555233
1109,1109,13080010,承德环京会计师事务所（普通合伙）,丰宁满族自治县大阁镇阜康家园1号楼一单元101室,李国臣,13403346309
1110,1110,13080011,承德东杰会计师事务所（普通合伙）,河北省承德市双桥区承市之光小区B座3单元109室,石连东,13932403606
1111,1111,13080012,承德盛喆会计师事务所（普通合伙）,河北省承德市双桥区新华路帝景园大厦604,张进升,15831491846
1112,1112,13090001,衡水正则会计师事务所（普通合伙）,衡水市宝云街873号阳光花城综合楼3楼,句志明,0318-6106902
1113,1113,13090002,任丘市华正会计师事务所（普通合伙）,任丘市会战道西渤海路北,栗东海,13931702369
1114,1114,13090003,任丘市利华会计师事务所（普通合伙）,任丘市裕华中路燕山路口宜宾招待所215房,纪小宁,13833772799
1115,1115,13090004,任丘市华诚会计师事务所（普通合伙）,任丘市会战北道（任丘市行政服务中心南厅一楼审计窗口）,王鹤飞,0317-2373668
1116,1116,13090006,沧州天鸿会计师事务所,沧州市运河区解放西路颐和广场11号楼708室、709室,蔡娟,0317-2035888
1117,1117,13090007,沧州冀华会计师事务所（普通合伙）,沧州市运河区解放西路一世界C座303,马俊丽,15833773768
1118,1118,13090008,沧州市腾凯会计师事务所,沧州市运河区华元一世界一期华元大厦13层1304号,曹震,18003371111
1119,1119,13090009,沧州市鸿仁会计师事务所,沧州市开元大道金鼎大厦A座1803室,李忠恕,0317-5671687
1120,1120,13090010,沧州市诚永信会计师事务所（普通合伙）,沧州市青县辛庄子小学北40米,仲玉浩,0317-4022124
1121,1121,13090011,沧州佰瑞会计师事务所（普通合伙）,河北省沧州市运河区泰大国际家居博览中心6#楼18层1802号房,郭子臣,15531755191
1122,1122,13090012,沧州鑫源会计师事务所（普通合伙）,河北省沧州市运河区解放西路华元一世界一期e世界2#2层201室,叶丽娜,0317-2015679 13930715076
1123,1123,13090013,河北普华津融会计师事务所（普通合伙）,河北省沧州市黄骅市渤海东路药材公司三楼,刘强,15512887777
1124,1124,13090014,沧州元祥会计师事务所（普通合伙）,河北省沧州市运河区西环中街76号阳光写字楼315室,刘树敬,13180150505
1125,1125,13100001,邢台天健会计师事务所有限责任公司,邢台市中华大街70号城建大厦,王雅路,0319-2213132-
1126,1126,13100002,邢台方正会计师事务所（普通合伙）,邢台市桥东区团结东大街佳景园,马玉芳,13373490189
1127,1127,13100003,邢台同和会计师事务所（普通合伙）,邢台市桥西区中兴西大街9号,闫为民,0319-2132927
1128,1128,13100004,廊坊中泰华会计师事务所（普通合伙）,廊坊市广阳区金光道38号汇源锦城7号办公楼804、805室（光大银行楼上）,林国庆,0316-2091236
1129,1129,13100005,邢台雍盛会计师事务所（普通合伙）,邢台市桥东区新华北路华北五金机电批发市场A#楼四层,付豪,0319-5910052
1130,1130,13100006,临西昌达会计师事务所,临西县城运河西路138号,王玉贵,0319-8578329
1131,1131,13100007,廊坊市君启会计师事务所（普通合伙）,廊坊市广阳区浙商广场A座711,郭强,0316-2392229
1132,1132,13100008,廊坊佳泽会计师事务所（普通合伙）,廊坊市广阳区梅花大厦1单元12层1205号,司美娜,0316-5266965
1133,1133,13100009,廊坊中税信成会计师事务所（普通合伙）,河北省廊坊市广阳区金城里1-1-402,何英伟,0316-2270019
1134,1134,13100010,廊坊市金穗诚会计师事务所（普通合伙）,廊坊市广阳区中房馨领地第A1幢1单元10层1003号房,邢恩峰,19931869299
1135,1135,13100011,河北云旗会计师事务所（普通合伙）,廊坊市广阳区新世界中心公寓A区幢3单元15层1503号房,殷越川,13292622808
1136,1136,13100012,廊坊市莱恩斯会计师事务所（普通合伙）,廊坊市广阳区万达广场B区B座写字楼-1-706号A区001,陈昱丞,13831699006
1137,1137,13110001,河北中正信会计师事务所有限公司,邯郸市人民东路219号邯郸国际商务中心1203室,苏红,0310-2035351
1138,1138,13110002,河北正通会计师事务所（普通合伙）,邯郸市丛台区东柳北大街255号安居东城商务大厦2号楼1单元10层1001号,普立荣,13930004463
1139,1139,13110003,邯郸兴华联合会计师事务所（普通合伙）,邯郸市丛台区滏东北大街230号宏海大厦1302,魏艳宾,0310-7098266
1140,1140,13110004,邯郸中兴会计师事务所（普通合伙）,邯郸市人民东路286号东升饭店楼内,田景峰,0310-3155590
1141,1141,13110005,曲周德信联合会计师事务所,曲周县美食街南头路西,王秀荣,0310-8899226
1142,1142,13110006,邯郸长城会计师事务所（普通合伙）,河北省邯郸市丛台区人民东路350号嘉华大厦12层1211室、21层2106室,李艳青,18631015688
1143,1143,13110007,衡水中联会计师事务所,衡水市胜利西路888号广厦家园商住2号楼一区302室,张新春,0318- 2982388
1144,1144,13110008,河北中诚会计师事务所有限公司,邯郸市邯山区陵园路66号,刘志毅,0310-3223288
1145,1145,13110009,邯郸大光明会计师事务所,邯郸市人民路48号,李建明,15803302058
1146,1146,13110010,河北天昊会计师事务所有限责任公司,邯郸市和平路396号财富大厦,孙福来,0310-2050093
1147,1147,13110011,邯郸中信会计师事务所（普通合伙）,武安市新华南大街142,王中洲,13230054888
1148,1148,13110012,河北赵都会计师事务所有限公司,邯郸市光明南大街83号华亿大厦C座3-7号,张俊红,0310-3097929
1149,1149,13110013,河北中信达会计师事务所有限责任公司,邯郸市丛台区广乐南小区1-3-4号,于英志,13832028998
1150,1150,13110015,邯郸隆信会计师事务所（普通合伙）,河北省邯郸市丛台区人民东路350号嘉华大厦1101室,王邯彪,0310-3060308
1151,1151,13110017,邯郸市万博会计师事务所（普通合伙）,邯郸市丛台区人民路350号嘉华大厦11层1104号,索金莲,15632023202
1152,1152,13110018,衡水正翔会计师事务所（普通合伙）,衡水市桃城区人民西路567号金域华府1幢8层809室,刘国华,13180001712
1153,1153,13110019,衡水惠元会计师事务所（普通合伙）,衡水市人民西路1168号,李淑文,0318-2356618
1154,1154,13110021,衡水明辉会计师事务所（普通合伙）,衡水市桃城区人民西路818号H2幢3－502,张艳宁,13833816960
1155,1155,13110022,衡水盛凯会计师事务所（普通合伙）,河北省衡水市桃城区大陆裕丰商业广场A1幢4-501室,南丽敏,15531811966
1156,1156,13110023,衡水金远会计师事务所（普通合伙）,河北省衡水市高新区前进南大街889号银座大厦1502室,孙梦茹,13343187755
1157,1157,13110024,衡水鑫永会计师事务所（普通合伙）,河北省衡水市桃城区自强街15号1栋1-3层15号商住（人民路与自强街交叉口北行200米路西）,张银雪,18632827263
1158,1158,14010001,山西信专会计师事务所(普通合伙),太原市万柏林区长兴南街16号4幢2-502室,李秋生,0351-2961500
1159,1159,14010004,山西高新会计师事务所有限公司,太原市平阳路1号金茂国际数码中心b-22,董慧芳,0351-8720920
1160,1160,14010005,山西华益会计师事务所有限公司,太原市杏花岭区胜利街302号,张丽娟,0351-5607398 13935158330
1161,1161,14010006,山西华强会计师事务所有限公司,太原市杏花岭区府西街45号华宇国际精品商厦B座22-D、E,贾甜甜,0351-5601116 15234243259
1162,1162,14010007,山西中联智昊会计师事务所有限公司,太原市迎泽区棉花巷凯旋大地E座16层5号,梁伟,0351-2578531
1163,1163,14010008,山西安信会计师事务所（有限公司）,太原市小店区平阳路1号金茂国际数码中心B座12层F户,韩玉英,0351-8720196
1164,1164,14010009,山西长运会计师事务所（有限公司）,太原市杏花岭区府西街9号王府商务大厦B座15层F室,李红戈,0351-4082696
1165,1165,14010011,山西诚帮会计师事务所（有限公司）,太原市迎泽区并州北路91号1幢2单元4层404号,赵俊,0351-4128023
1166,1166,14010012,山西永信会计师事务所有限公司,太原市迎泽区韶九巷9号2层3号,孙改丽,0351-5269199
1167,1167,14010013,太原金正会计师事务所,太原市小店区恒大绿洲西区40-1-201,赵斌,13100044668
1168,1168,14010015,山西国达会计师事务所有限公司,太原市迎泽区南沙河北沿岸天坤水岸295号,张红云,18035118318
1169,1169,14010017,山西兴华会计师事务所(有限公司),太原市迎泽区新建路1号,石俊花,13934649180
1170,1170,14010019,山西华岳会计师事务所有限公司,太原市小店区亲贤北街9号大唐双喜城第118幢1单元0617号,贺效泽,0351-4032466
1171,1171,14010021,山西乾元会计师事务所有限公司,太原市长治路高新区226号科祥大厦709室,孙莉,0351-7035090
1172,1172,14010022,山西德信昌会计师事务所有限公司,太原市兴华街商务广场C座东5层,宋红康,0351-6650095
1173,1173,14010023,山西正裕会计师事务所有限公司,太原市新建路59号,刘静,0351-4073047
1174,1174,14010024,山西晋明会计师事务所有限公司,太原市杨家堡安置小区2号楼1号,郑鹏飞,0351-4197918
1175,1175,14010027,山西亚泰会计师事务所有限公司,府西街169号华宇国际B-22-3号,李庆英,18535067929
1176,1176,14010028,山西智强会计师事务所有限公司,迎泽区新建南路253号,王小青,0351-7325196
1177,1177,14010029,山西中兴会计师事务所有限公司,太原市惠民北巷8号3号楼五层,丁晓丽,0351-4730728
1178,1178,14010030,山西建银会计师事务所有限公司,太原市小店区平阳路东巷鲲鹏小区,张宗春,0351-2871932 13934574176
1179,1179,14010031,山西世纪会计师事务所有限公司,山西省太原市迎泽区迎泽大街229号财贸大楼518室,韩军英,0351-4042399 13753178850
1180,1180,14010032,山西明珠会计师事务所有限公司,太原市小店区长治路303号大生科技209室,张友爱,15513077108
1181,1181,14010033,山西勤信德会计师事务所,太原市小店区晋阳街联合大厦B座,张晋荣,0351-6692027
1182,1182,14010034,山西万通会计师事务所有限公司,山西省太原市小店区平阳路西一巷安泰花园5号楼2单元101,王洁,0351-4666701
1183,1183,14010035,山西银康会计师事务所（有限公司）,太原市府西街268号,孙素成,0351-4019985 18636150081
1184,1184,14010036,山西中岳会计师事务所有限公司,太原市杏花岭区新开南巷25号怡和熙yuan,孙文爱,0351-4062168
1185,1185,14010037,山西银泽会计师事务所（有限公司）,太原市水西门街22号宝成公寓0908室,高永丽,0351-8392246
1186,1186,14010039,山西兴成法务会计师事务所有限公司,太原市杏花岭区府西街9号1幢B座B层C号,弓连,13934969521
1187,1187,14010040,山西国信会计师事务所有限公司,太原市新建路63号,李政梁,17810391993
1188,1188,14010041,山西科昕会计师事务所有限公司,太原市长风画卷A座3单元1001号,李晓燕,0351-7623516
1189,1189,14010042,山西中泽会计师事务所（有限公司）,太原市桃园北路43号,张玉清,0351-2024790
1190,1190,14010044,山西中光会计师事务所有限公司,太原市杏花岭区建设北路439号北1幢21号,裴慧敏,0351-3526391
1191,1191,14010045,山西同仁会计师事务所(有限公司),运城市黄河大道110号,王莉,0359-8597081
1192,1192,14010046,山西智渊会计师事务所有限公司,迎泽区解放南路6号中财大厦三层388号,赵丽,2799753
1193,1193,14010047,山西申达会计师事务所有限公司,太原市桃园南路95号1幢1单元3层6号,武建如,0351-4064923
1194,1194,14010048,山西继华会计师事务所有限公司,太原市杏花岭区新建路187号华宇国际A座,卢静,0351-4036676 13453173855
1195,1195,14010049,山西智博会计师事务所有限公司,太原市水西关南街18号金昊办公中心208室,于树敬,0351-4133459
1196,1196,14010050,山西财信会计师事务所（有限公司）,清徐县美锦大街东湖大厦403号,刘志栋,0351-5723020
1197,1197,14010051,山西中强审计事务所（有限公司）,太原市桃园南路64号华府大厦六层,韩建军,0351-4034744
1198,1198,14010052,山西晋利审计事务所（有限公司）,太原市迎泽区新建南路文源巷24号院内办公楼B座四层401室,刘峰,0351-4078326
1199,1199,14010053,山西亚强会计师事务所（有限公司）,太原市府西街半坡东街口煤炭公寓3层308室,田成武,0351-7338858
1200,1200,14010055,山西广和会计师事务所有限公司,运城市红旗东街6499号建工大厦5楼,阴文平,0359-2026752
1201,1201,14010057,山西泰元审计事务所(有限公司),漪汾苑小区流碧园11号楼,赵志昂,13643412899
1202,1202,14010058,山西润德会计师事务所有限公司,太原市迎泽区并州北路金圣甲第A座1单元601,郭春梅,13453419092
1203,1203,14010059,山西华钰会计师事务所,太原市长治路王村北街11号新城市花园3号楼3单元1002室,郭秀兰,0351-4190198
1204,1204,14010060,山西华祥会计师事务所有限公司,太原市南内环街166号人防宿舍2单元29层,王利梅,0351-4040681
1205,1205,14010061,山西中盛审计事务所(有限公司),太原市小店区平阳路101号国瑞大厦10层,王一君,13073512453
1206,1206,14010062,山西友信会计师事务所（有限公司）,太原市迎泽大街305号冶金设计院1-1302,罗艳婵,0351-4136082
1207,1207,14010063,山西东方会计师事务所（有限公司）,太原市杏花岭区府西街36号盛唐大厦十层,王连生,0351-5257958
1208,1208,14010064,山西普道永达会计师事务所有限公司,太原市学府街391号12幢1单元401号,王波,0351-7034569
1209,1209,14010065,山西中佳会计师事务所有限公司,太原市杏花岭区东缉虎营18号院7号楼3单元10层16号,郭俊梅,0351-6077580
1210,1210,14010067,山西华泰会计师事务所有限公司,太原市小店区亲贤街平阳景苑6号楼1009,麻小琴,0351-7923238
1211,1211,14010070,山西中信和会计师事务所有限公司,太原市亲贤北街太航综合住宅楼2单元10层,赵胜蓉,0351-5631610 18303414836
1212,1212,14010071,山西国元会计师事务所(有限公司),太原市学府园区长治路226号605室,刘淑珍,0351-8330656
1213,1213,14010072,山西天正会计师事务所（有限公司）,太原市学府园区南中环街529号清控创新基地B座0906室,何占金,0351-5602608
1214,1214,14010073,山西晋强会计师事务所有限公司,太原市晋源区晋源新城,贺玉花,13803463102
1215,1215,14010074,山西中远航会计师事务所（有限公司）,太原市杏花岭区新民中街55号物流大厦513号,赵爱武,0351-3095238
1216,1216,14010076,山西博林会计师事务所有限公司,太原市迎泽西大街111号景怡花园402,李玲,0351-6045967 13834593487
1217,1217,14010077,古交金诚会计师事务所（有限公司）,古交大川西路信用联社4楼,曹海林,0351-5145904
1218,1218,14010078,山西信彤会计师事务所有限公司,山西省太原市新建路桃园南路50号金桃园写字楼701室,籍如玉,0351-4226519
1219,1219,14010080,山西启元会计师事务所有限公司,太原市小店区王村南街65号山西投资大厦10层,高英辉,0351-2020400 13513602250
1220,1220,14010081,山西正乾会计师事务所有限公司,吕梁市交城县迎宾大道文渊小区门面房47号一层,刘巧云,0358-3533869
1221,1221,14010082,山西唐诚会计师事务所（普通合伙）,太原市新建南路145号436室,孙春红,0351-8715056
1222,1222,14010083,山西今鼎会计师事务所有限公司,太原市府西街华宇国际A-19-A,冯艳婷,15835106990
1223,1223,14010084,山西惠今会计师事务所有限公司,太原市迎泽区迎泽大街229号407房间,杨华,18636167145
1224,1224,14010085,山西奥富斯特会计师事务所有限公司,山西省太原市万柏林区新晋祠路1段8号中海寰宇4号楼1702,成玎,0351-6583878
1225,1225,14010087,山西德晟会计师事务所有限公司,山西省太原市新晋祠路12号汇锦花园4号楼3单元1801室,高志军,0351-6623319
1226,1226,14010088,山西宝鹏会计师事务所有限公司,太原市平阳路西一巷7号,张鹏飞,0351-7240092
1227,1227,14010090,山西中审会计师事务所有限公司,山西省太原市府西街9号王府商务大厦A座14层,兰计娥,0351-5228769
1228,1228,14010091,山西华正昌会计师事务所,太原市杏花岭区胜利东街敦化新区1号4单元602室,张玉玲,13934562062
1229,1229,14010092,太原晋广源会计师事务所有限公司,太原市小店区康宁街中段山西国际商务中心A座8层12号房,胡昌吉,0351-7995912 13903436523
1230,1230,14010093,山西渤正会计师事务所有限公司,太原市水西门街22号宝成公寓1903室,罗丽丽,0351-8392083
1231,1231,14010094,山西中捷会计师事务所有限公司,太原市新建南路文源巷24号,崔虹虹,0351-4048143
1232,1232,14010095,山西新晋商会计师事务所有限公司,太原市长风街北美新天地1-1-702室,韩春亮,0351-3965091
1233,1233,14010096,山西富之会计师事务所有限公司,太原市小店区长治路129号亲税苑小区2号楼西单元102室,任跃仙,0351-7333535、18734833032
1234,1234,14010097,山西元亨会计师事务所,太原市二营盘街核磬苑19号楼2单元2402号,罗玉冰,0351-4072168
1235,1235,14010098,山西国友昱鑫会计师事务所有限公司,太原市小店区王村南街嘉苑小区AB楼2-1301室,杜绍益,18935105870
1236,1236,14010099,山西汇海会计师事务所有限公司,山西省太原市小店区亲贤北街122号新时代广场十三楼,白宏武,0351-5571188 18803415399
1237,1237,14010101,山西亿联会计师事务所有限公司,山西省太原市万柏林区长风西街万国城MOMA城9号楼1302室,李亚萍,0351-6297858
1238,1238,14010102,山西中勤正和会计师事务所有限公司,山西省太原市小店区亲贤北街368号水工大厦1612室,王永艾,0351-8780508
1239,1239,14010103,山西神华会计师事务所有限公司,山西省太原市杏花岭区府西街110号青年宫,董桂香,0351-3843398 17603516296
1240,1240,14010104,山西卓智会计师事务所(普通合伙）,山西省太原市建设南路202号青城国际公寓2单元1704号,武志勇,0351-7040523 18635136172
1241,1241,14010105,山西禹恒会计师事务所有限公司,太原市菜园街36号创业商务楼401房,安敏,0351-7668961 13834529066
1242,1242,14010106,山西大承会计师事务所有限公司,太原市万柏林区长兴北街华润大厦T4楼9层,徐洪涛,0351-5888660
1243,1243,14010107,山西辉义源会计师事务所有限公司,太原市万柏林区晋祠路棉麻小区高层西单元1802,宋艳,15536333380
1244,1244,14010108,山西睿博会计师事务所（普通合伙）,太原市解放北路中车国际广场一期5号楼一单元1604,王亮,0351-3572581 13700547210
1245,1245,14010223,山西公信会计师事务所(有限公司),太原市杏花岭区新建北路211号SOHO大厦605室,席文圣,0351-3530163
1246,1246,14010224,山西东华会计师事务所有限公司,太原市桃园北路12号,董会刚,0351-4035011
1247,1247,14010229,山西中立联合会计师事务所,太原市双塔西街30号华宜大厦B区804,刘强,0351-7553679
1248,1248,14010231,山西国权联合会计师事务所(普通合伙),太原市并州北路宝佳丽景8-2-1202,贺峻峰,0351-3662910
1249,1249,14010232,山西利鸿会计师事务所有限公司,太原市小店区平阳路103-1号帝景华府C座2单元601室,张利芳,13603552369
1250,1250,14010234,太原同木会计师事务所有限公司,桃园北路12号纺织招待所509,方冶津,0351-4610966
1251,1251,14010235,太原中鑫源会计师事务所有限公司,桃园北路77号祥和大厦301室,吴爱民,0351-4086779
1252,1252,14010236,山西中祥会计师事务所有限公司,山西省太原市小店区平阳路119号鸿富综合楼16层4室,铁英,0351-2508537
1253,1253,14010238,太原普祥会计师事务所有限公司,太原市并州南路107号航鹰大厦410室,赵卫东,15834048988
1254,1254,14010239,山西睿信会计师事务所有限公司,西羊市丽阳商城B座1507室,王燕,0351-4697335
1255,1255,14010240,山西大运会计师事务所有限公司,太原市杏花岭区新建路187号华宇国际B座11B,梁爱英,0351-2346644 13934540678
1256,1256,14010241,山西紫光会计师事务所有限公司,小店区人民北路20号旺景家园综合楼11层1106室,李凤玲,0351-7022678
1257,1257,14010242,山西天行建会计师事务所有限公司,太原市桃园北路43号地源大厦,石李清,0351-4071996
1258,1258,14010243,山西中财诚信会计师事务所有限责任公司,太原市杏花岭区新建北路211号新建SOHO第1幢17层1709号,苏立俊,13603558299
1259,1259,14010244,山西天信达会计师事务所有限责任公司,太原市迎泽大街12号C座国防宾馆1626室,樊亮芳,0351-8339033
1260,1260,14010245,山西泽亮会计师事务所(有限责任公司),太原市小店区平阳路创业街口124号睿鼎国际大厦A座15层1502室,朱晓蓉,15513087899
1261,1261,14010246,山西天泽永华会计师事务所有限公司,太原市小店区太堡街72号71幢A单元0804室,肖勇,0351-8062077
1262,1262,14010248,山西诚挚会计师事务所有限公司,太原市小店区亲贤北街368号水工大厦13层12B06、12B07号,冀进,0351-8780089
1263,1263,14010249,山西京华会计师事务所有限公司,太原市迎泽区双塔西街76号林业厅老军营小区2-3101号,艾红娟,13111097685
1264,1264,14010250,山西利华会计师事务所有限公司,太原市万柏林区滨河西路51号摩天石5-1401,邢玉洁,0351-4045168
1265,1265,14010251,山西锦泰会计师事务所有限公司,太原市新建南路133号,张斐,0351-2961600
1266,1266,14010252,山西闻达会计师事务所有限公司,太原市新建南路122号新悦商务中心606房间,陈善益,0351-7227560
1267,1267,14010253,山西同兴会计师事务所有限公司,太原市杏花岭区新建路７８号新闻大厦二十四层北区2406房,史彩萍,0351-8302991
1268,1268,14010254,山西乾明会计师事务所有限公司,山西省太原市桃园二巷53号,郑建霞,13753172819
1269,1269,14010255,山西同汇会计师事务所有限公司,太原市长风东街领袖长风小区4号楼2单元2202室,栗凤丽,0351-5621829
1270,1270,14010256,山西天策联合会计师事务所,太原市五一路131号,王小玲,0351-4955699
1271,1271,14010257,太原谨欣信会计师事务所,太原市迎泽区解放南路52号省饮食服务公司一层,张华荣,0351-8371016
1272,1272,14010258,山西中瑞嘉会计师事务所有限公司,太原市迎泽区南宫西路锦泽苑1号楼3单元1201室,成效慧,0351-4073655
1273,1273,14010259,山西华诚泰和会计师事务所有限公司,太原市南内环街40号易尚大厦B座1601号,张婷,13934153722
1274,1274,14010260,山西融智会计师事务所有限公司,山西省太原市水西关南街省委宿舍23号楼,郝卫国,15383412771
1275,1275,14010261,山西华友会计师事务所有限公司,太原市迎泽区桃园北路12号纺织招待所415,贾晓峰,0351-4073092
1276,1276,14010262,山西明德会计师事务所有限公司,山西省太原市新民二条3号省军转干培训中心1层,尚晓红,0351-3100388
1277,1277,14010264,山西擎天会计师事务所(普通合伙),太原市新建路187号1幢西塔楼8层5号,杨振明,0351-6999933
1278,1278,14010265,山西凯达正信会计师事务所有限公司,太原市平阳路173号,郭霞,0351-7633279
1279,1279,14010266,山西晋和会计师事务所(普通合伙),太原市府西街169号(华宇国际A-24-E),张冰,0351-5602020
1280,1280,14010267,山西华鑫会计师事务所,太原市小店区平阳路65号平阳景苑B区第5幢1611号,杨帆,0351-4086162
1281,1281,14010268,山西中蓝融兴会计师事务所（普通合伙）,太原市和平北路瓦窑街口景鸿大厦A802室,李晓杰,13111054958
1282,1282,14010270,山西龙城会计师事务所有限公司,太原市万柏林区长兴路1号华润大厦4幢10层1006号,李明瑶,18635168419
1283,1283,14010271,山西瑞祥会计师事务所有限公司,太原市王村南街假肢厂高层西单元602,王毅,0351-7222272
1284,1284,14010272,山西利得联合会计师事务所,太原市平阳路西巷泽丰苑6号楼,王晋芳,13068073725
1285,1285,14010273,山西精诚健会计师事务所有限公司,太原市长治路奥林花园纽约座1503号,周耀旗,0351-7529391
1286,1286,14010274,山西世信会计师事务所有限公司,太原市杏花岭区府东街东段68号绿景未来城工业园区总部基地2211室,朱瑞兰,0351-5601261
1287,1287,14010275,山西佳钰源会计师事务所（普通合伙）,太原市高新开发区新岛科技园4幢C座408室,李慧,0351-7022727 13934139473
1288,1288,14010276,山西墨林会计师事务所（普通合伙）,山西省太原市尖草坪区兴化北街1号乾泽苑小区5号楼6单元204室,连艳阳,13633479133
1289,1289,14010278,山西知远致信会计师事务所（普通合伙）,山西省太原市小店区亲贤北街怡和国际9层24号,殷姿,13834163833
1290,1290,14010279,山西泽华会计师事务所（普通合伙）,太原市迎泽区桃园北路72号12幢一单元1211号,张炎平,0351-8065597
1291,1291,14010280,山西晋衡会计师事务所（普通合伙）,山西省太原市平阳路14号26幢（赛格数码港）17层1707号,董晓红,0351-2280081
1292,1292,14010281,山西威马迅会计师事务所（普通合伙）,太原市杏花岭区北大街182号柳溪大厦B座12层1-2号,李一娟,13233686827
1293,1293,14010282,山西前弘会计师事务所（普通合伙）,太原市杏花岭区解放路175号万达广场B座2309号,赵莉萍,0351-8286059
1294,1294,14010283,山西鸿特会计师事务所（普通合伙）,太原市杏花岭区府西街46号1幢12层1207号,郭满亲,13313579838
1295,1295,14010284,山西德铭会计师事务所（普通合伙）,山西省太原市晋源区圣湖观澜国际第14栋2单元2703号,刘彦铭,0351-2508836
1296,1296,14010285,山西正嘉会计师事务所（普通合伙）,太原市柳巷南路柳南商贸（茂业百货）B座2209室,15503603280,0351-4693389
1297,1297,14010286,山西勤德会计师事务所（普通合伙）,山西综改示范区太原学府园区平阳路426号1101室,张秀臻,13994293727
1298,1298,14010287,山西致行会计师事务所（普通合伙）,太原市高新区创业街19号1号楼B-504,张宁,18734919892
1299,1299,14010288,山西恒达通会计师事务所（普通合伙）,太原市小店区晋阳街68号海棠国际大厦4层407室,王玺强,13111001974
1300,1300,14010289,山西和慧会计师事务所（普通合伙）,太原高新开发区科技街15号A座A1132室,李琪,4191539
1301,1301,14010290,山西正润会计师事务所（普通合伙）,太原市杏花岭区府西街45号华宇国际A座26A户,戴霞,13503501079
1302,1302,14010291,山西昊智润信会计师事务所（普通合伙）,太原市小店区经贸龙瑞苑5-2-803,李彦,13935129009
1303,1303,14010292,山西晋晟通会计师事务所（普通合伙）,山西省太原市迎泽区桃园北路12号3层332号房,石玉敏,13313512166
1304,1304,14010293,山西众博会计师事务所（普通合伙）,太原市长治路288号新发展大厦211房间,梁宝明,13513605621
1305,1305,14010294,山西恒升致远会计师事务所（普通合伙）,太原市万柏林区小井峪街32号院92号楼2单元22号,袁占林,15834060491
1306,1306,14010295,山西瑞通源会计师事务所（普通合伙）,太原唐槐园区唐槐路79号兰亭国际3号十层西段,张园园,18834829178
1307,1307,14010296,山西贞信会计师事务所（普通合伙）,太原市万柏林区北中环创业培训大厦众联众创业孵化园3层306室,庾润合,13835180258
1308,1308,14010297,山西审合佳会计师事务所（普通合伙）,山西综改示范区太原学府园区长治路266号科祥大厦516-1号,孙华,18635135025
1309,1309,14010298,山西弘泽会计师事务所（普通合伙）,太原市万柏林区长风西街16号8幢12层1201号,张秀萍,13934208567
1310,1310,14020007,大同云兴会计师事务所,大同市城区新开南路7号,温翠萍,13934993758
1311,1311,14020008,大同海富通会计师事务所,大同市魏都大道北云顶雅园B座0202号,李翠琴,13333426587
1312,1312,14020010,山西平诚会计师事务所有限公司,大同市城区兴云街上河时代广场C座1401写字楼,毕娜,13903427963
1313,1313,14020011,山西宏启会计师事务所有限责任公司,太原市迎泽区桥东街北二巷金地世嘉小区3单元503室,符智花,0351-2537574
1314,1314,14020012,山西同联会计师事务所有限公司,大同市平城区三医院岗东南角办公楼5层,武建瑜,0352-5025833-608
1315,1315,14020080,大同北岳会计师事务所有限公司,大同市平城区操场城西街舒心园12号楼3单元1号,黄波,0352-6123722
1316,1316,14020082,大同精诚会计师事务所有限公司,大同市平城区云中路12号4层,马淑琴,0352-2533310
1317,1317,14020084,山西恒誉会计师事务所有限公司,太原市迎泽区解放南路2号1幢8层806室,王敏,0351-8206011
1318,1318,14020086,大同三隆会计师事务所有限公司,大同市魏都大道78号富临宝城A座1405号,周连宝,0352-2038085
1319,1319,14020087,大同立信会计师事务所有限公司,大同市城区御河西路御鑫亮城4-2-2,郭世贤,0352-2993514
1320,1320,14020090,山西云和会计师事务所有限公司,山西省大同市平城区圣雅大厦综合楼17层A-17-1号,韩丽媛,0352-7786399 13903423662
1321,1321,14020092,大同方正审计事务所有限公司,大同市城区北都街北侧太阳城二期1号楼1101,刘宇,13663424000
1322,1322,14020093,山西大同高新会计师事务所有限责任公司,大同市迎宾西路15号桐城中央14号楼1单元701室,梁文娟,0352-5039912
1323,1323,14020094,山西拓明会计师事务所有限责任公司,山西省大同市城区武定北路280号（玄冬花园外围商铺）,刘洋,13603525411 18903529350
1324,1324,14020096,山西鑫磊会计师事务所（普通合伙）,山西省大同市平城区财富官邸一期写字楼15层,刘蛾,0352-2070888 13633420969
1325,1325,14030005,山西鸿图会计师事务所,太原市亲贤北街长风小区34号楼6层8号,崔颖,13703535422
1326,1326,14030006,山西晨泰会计师事务所(普通合伙),阳泉盂县金龙西街(天海颐园304),郭定喜,0353-8062726
1327,1327,14030093,山西汇华会计师事务所有限公司,阳泉市桃北中街28号市科技大厦7层,王海洲,0353-2027050
1328,1328,14030096,山西瑞正会计师事务所(有限公司),山西省平定县冠山镇金地广场七一场1号楼2单元201号,康恒九,0353-6063079
1329,1329,14030097,阳泉宏兴会计师事务所有限公司,阳泉市郊区财贸大楼6楼,张桃花,0353-5055767
1330,1330,14030098,山西天恒会计师事务所有限公司,阳泉经济技术开发区大连路,邵雅丽,0353-2136144
1331,1331,14030099,阳泉衡立会计师事务所有限公司,平定县东大街33号,梁义成,0353-6063735
